1:
 num     #instances         #bytes  class name (module)
  62:         20001        1120056  org.apache.catalina.mapper.MappingData
  63:         20001        1120056  org.apache.coyote.http11.Http11OutputBuffer
  64:         41159         987816  java.util.concurrent.CopyOnWriteArrayList (java.base@25.0.4)
  65:         40110         962640  java.util.concurrent.atomic.AtomicLong (java.base@25.0.4)
  66:         40007         960168  java.net.Inet4Address (java.base@25.0.4)
  67:         40004         960096  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@25.0.4)
  68:         20001         960048  sun.nio.ch.SocketAdaptor (java.base@25.0.4)
  69:         20000         960000  com.meirongdev.ssedemo.core.Session
  70:         20000         960000  java.lang.VirtualThread$VThreadContinuation (java.base@25.0.4)
  71:         20000         960000  java.util.concurrent.ArrayBlockingQueue (java.base@25.0.4)
  72:         40000         960000  org.apache.catalina.core.AsyncListenerWrapper
  73:         20000         960000  org.springframework.web.context.request.async.DeferredResult
  74:         20000         960000  org.springframework.web.context.request.async.WebAsyncManager
  75:         20000         960000  org.springframework.web.method.support.ModelAndViewContainer
  76:         40000         960000  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter$DefaultCallback
  77:         20000         960000  org.springframework.web.servlet.mvc.method.annotation.SseEmitter
  78:         20000         960000  sun.nio.ch.SelectionKeyImpl (java.base@25.0.4)
  79:         10395         914760  java.lang.reflect.Method (java.base@25.0.4)
  80:         20012         800480  java.io.FileDescriptor (java.base@25.0.4)
  81:         20003         800120  org.springframework.util.LinkedCaseInsensitiveMap
  82:         20002         800080  sun.nio.cs.UTF_8$Decoder (java.base@25.0.4)
  83:         20001         800040  org.apache.coyote.AsyncStateMachine
  84:         20001         800040  org.apache.coyote.http11.filters.ChunkedOutputFilter
  85:         20001         800040  org.apache.coyote.http11.filters.IdentityInputFilter
  86:         20001         800040  org.apache.tomcat.util.log.UserDataHelper
  87:         20000         800000  io.micrometer.observation.SimpleObservation
  88:         20000         800000  java.util.concurrent.LinkedBlockingDeque (java.base@25.0.4)
  89:         20000         800000  org.springframework.web.context.request.ServletWebRequest
  90:         20000         800000  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$FragmentHandler
  91:         41468         663488  java.util.LinkedHashSet (java.base@25.0.4)
  92:         41352         661632  java.util.HashSet (java.base@25.0.4)
  93:         20192         646144  java.util.Collections$UnmodifiableMap (java.base@25.0.4)
  94:         20092         642944  javax.management.ObjectName (java.management@25.0.4)
  95:         40029         640464  java.util.concurrent.atomic.AtomicReference (java.base@25.0.4)
  96:         20003         640096  sun.nio.ch.DummySocketImpl (java.base@25.0.4)
  97:         40004         640064  java.net.InetSocketAddress (java.base@25.0.4)
  98:         20001         640032  [Lorg.apache.tomcat.util.http.ServerCookie;
  99:         20001         640032  org.apache.catalina.core.ApplicationFilterChain
 100:         20001         640032  org.apache.coyote.http11.filters.BufferedInputFilter
 101:         20001         640032  org.apache.coyote.http11.filters.IdentityOutputFilter
 102:         20001         640032  org.apache.tomcat.util.buf.B2CConverter
 103:         20001         640032  org.apache.tomcat.util.buf.UEncoder
 104:         20001         640032  org.apache.tomcat.util.net.NioChannel
 105:         20000         640000  jakarta.servlet.AsyncEvent
 106:         40000         640000  java.util.concurrent.Semaphore (java.base@25.0.4)
 107:         20000         640000  org.apache.catalina.core.ApplicationMapping$MappingImpl
 108:         40000         640000  org.springframework.http.HttpHeaders
 109:         20000         640000  org.springframework.http.server.ServletServerHttpResponse
 110:         20000         640000  org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleHttpServletResponse
 111:         20000         640000  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$DefaultSseEmitterHandler
 112:         19957         638624  io.micrometer.core.instrument.internal.DefaultLongTaskTimer$SampleImpl
 113:         20931         502344  java.util.LinkedHashMap$LinkedValues (java.base@25.0.4)
 114:         20435         490440  java.lang.Long (java.base@25.0.4)
 115:         20194         484656  java.util.ArrayDeque (java.base@25.0.4)
 116:         20023         480552  java.time.Instant (java.base@25.0.4)
 117:         20001         480024  [Ljava.nio.channels.SelectionKey; (java.base@25.0.4)
 118:         20001         480024  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@25.0.4)
 119:         20001         480024  org.apache.catalina.core.ApplicationMapping
 120:         20001         480024  org.apache.catalina.util.ParameterMap
 121:         20001         480024  org.apache.coyote.http11.filters.GzipOutputFilter
 122:         20001         480024  org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
 123:         20001         480024  org.apache.tomcat.util.buf.CharsetHolder
 124:         20001         480024  org.apache.tomcat.util.http.ServerCookies
 125:         20001         480024  org.apache.tomcat.util.net.SocketBufferHandler
 126:         20000         480000  com.meirongdev.ssedemo.sse.SseSink
 127:         20000         480000  io.micrometer.core.instrument.Timer$Sample
 128:         20000         480000  java.lang.VirtualThread$VThreadContinuation$1 (java.base@25.0.4)
 129:         20000         480000  org.apache.tomcat.util.net.WriteBuffer
 130:         20000         480000  org.springframework.web.context.request.async.DeferredResultInterceptorChain
 131:         20000         480000  org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream
 132:         20000         480000  org.springframework.web.context.request.async.WebAsyncManager$$Lambda/0x00003ffe0155aae8
 133:         20000         480000  org.springframework.web.context.request.async.WebAsyncManager$$Lambda/0x00003ffe0155b178
 134:         20000         480000  org.springframework.web.context.request.async.WebAsyncManager$$Lambda/0x00003ffe0155b3b8
 135:         20000         480000  org.springframework.web.context.request.async.WebAsyncManager$$Lambda/0x00003ffe0155c468
 136:         20000         480000  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter$ErrorCallback
 137:         20000         480000  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$StreamingServletServerHttpResponse
 138:          6037         451768  [I (java.base@25.0.4)
 139:         20819         333104  java.util.concurrent.atomic.AtomicInteger (java.base@25.0.4)
 140:         20734         331744  java.lang.Integer (java.base@25.0.4)
 141:         20696         331136  java.util.concurrent.CopyOnWriteArraySet (java.base@25.0.4)
 142:         20126         322016  org.springframework.util.LinkedMultiValueMap
 143:         20014         320224  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@25.0.4)
 144:         20004         320064  java.nio.channels.spi.AbstractInterruptibleChannel$1 (java.base@25.0.4)
 145:         20001         320016  org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer
 146:         20001         320016  org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer
 147:         20001         320016  org.apache.coyote.http11.filters.VoidInputFilter
 148:         20001         320016  org.apache.coyote.http11.filters.VoidOutputFilter
 149:         20001         320016  org.apache.tomcat.util.buf.UDecoder
 150:         20000         320000  com.meirongdev.ssedemo.core.Registry$$Lambda/0x00003ffe015524a8
 151:         20000         320000  com.meirongdev.ssedemo.core.Session$$Lambda/0x00003ffe01552928
 152:         20000         320000  com.meirongdev.ssedemo.core.Session$$Lambda/0x00003ffe01553208
 153:         20000         320000  com.meirongdev.ssedemo.sse.SseSink$$Lambda/0x00003ffe01552d88
 154:         20000         320000  java.lang.VirtualThread$$Lambda/0x00003ffe014fb160 (java.base@25.0.4)
 155:         20000         320000  java.lang.VirtualThread$$Lambda/0x00003ffe014fc218 (java.base@25.0.4)
 156:         20000         320000  org.apache.catalina.connector.CoyoteOutputStream
 157:         20000         320000  org.apache.catalina.connector.RequestFacade
 158:         20000         320000  org.apache.catalina.connector.ResponseFacade
 159:         20000         320000  org.springframework.http.server.ServletResponseHeadersAdapter
 160:         20000         320000  org.springframework.util.MultiValueMapAdapter
 161:         20000         320000  org.springframework.web.bind.support.SimpleSessionStatus
 162:         20000         320000  org.springframework.web.context.request.async.DeferredResult$LifecycleInterceptor
 163:         20000         320000  org.springframework.web.context.request.async.WebAsyncManager$$Lambda/0x00003ffe0151b270
 164:         20000         320000  org.springframework.web.filter.ServerHttpObservationFilter$ObservationAsyncListener
 165:         20000         320000  org.springframework.web.servlet.FrameworkServlet$RequestBindingInterceptor
 166:         10396         267136  [Ljava.lang.Class; (java.base@25.0.4)
 167:          5326         255648  java.lang.invoke.MemberName (java.base@25.0.4)
 168:         10149         243576  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@25.0.4)
 169:            12         210112  [Ljava.util.concurrent.ForkJoinTask; (java.base@25.0.4)
 170:          3758         150320  java.lang.invoke.MethodType (java.base@25.0.4)
 171:          1890         136080  java.lang.reflect.Field (java.base@25.0.4)
 172:             1         131088  [Ljava.util.concurrent.DelayScheduler$ScheduledForkJoinTask; (java.base@25.0.4)
 173:          3761         120352  jdk.internal.util.WeakReferenceKey (java.base@25.0.4)
 174:          2074         116144  org.springframework.core.ResolvableType
 175:          3323         115560  [Ljava.lang.String; (java.base@25.0.4)
 176:          2294          91760  jdk.internal.util.SoftReferenceKey (java.base@25.0.4)
 177:          3630          87120  java.lang.invoke.ResolvedMethodName (java.base@25.0.4)
 178:          2505          80160  java.lang.invoke.LambdaForm$Name (java.base@25.0.4)
 179:          1248          79872  java.lang.Class$ReflectionData (java.base@25.0.4)
 180:          1697          78696  [Ljava.lang.reflect.Method; (java.base@25.0.4)
 181:           380          72960  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader$ConfigurationClassBeanDefinition
 182:          1727          69080  java.lang.invoke.DirectMethodHandle (java.base@25.0.4)
 183:          1689          67560  java.lang.ref.SoftReference (java.base@25.0.4)
 184:          1263          60624  java.lang.invoke.DirectMethodHandle$Constructor (java.base@25.0.4)
 185:          2526          60624  java.util.ImmutableCollections$List12 (java.base@25.0.4)
 186:           676          48672  java.lang.reflect.Constructor (java.base@25.0.4)
 187:          1099          43960  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@25.0.4)
 188:          1735          41640  sun.reflect.annotation.AnnotationInvocationHandler (java.base@25.0.4)
 189:          1650          39600  jdk.jfr.AnnotationElement (jdk.jfr@25.0.4)
 190:           514          39064  [Ljava.lang.ref.SoftReference; (java.base@25.0.4)
 191:           685          38360  org.springframework.core.annotation.TypeMappedAnnotation
 192:          1258          37480  [Ljava.lang.CharSequence; (java.base@25.0.4)
 193:          1555          37320  jdk.jfr.internal.AnnotationConstruct (jdk.jfr@25.0.4)
 194:          1158          37056  java.util.Locale (java.base@25.0.4)
 195:          1158          37056  sun.util.locale.BaseLocale (java.base@25.0.4)
 196:           704          33792  org.springframework.util.ConcurrentReferenceHashMap$SoftEntryReference
 197:           843          33720  jdk.jfr.ValueDescriptor (jdk.jfr@25.0.4)
 198:           838          33520  org.springframework.boot.context.properties.source.ConfigurationPropertyName
 199:           838          33520  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Elements
 200:          1033          33056  java.lang.ref.ReferenceQueue (java.base@25.0.4)
 201:           513          32832  org.springframework.core.MethodParameter
 202:             2          32800  [Ljdk.internal.ref.PhantomCleanable; (java.base@25.0.4)
 203:           181          31856  org.springframework.beans.factory.support.RootBeanDefinition
 204:           784          31360  org.springframework.util.ConcurrentReferenceHashMap$Segment
 205:          1270          30480  java.util.concurrent.ConcurrentLinkedDeque$Node (java.base@25.0.4)
 206:           784          30464  [Lorg.springframework.util.ConcurrentReferenceHashMap$Reference;
 207:           707          28280  java.lang.invoke.BoundMethodHandle$Species_L (java.base@25.0.4)
 208:           533          28256  [Ljava.lang.invoke.LambdaForm$Name; (java.base@25.0.4)
 209:           192          27504  [Z (java.base@25.0.4)
 210:          1083          25992  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@25.0.4)
 211:          1059          25416  java.util.LinkedHashMap$LinkedKeySet (java.base@25.0.4)
 212:           528          25344  java.lang.invoke.LambdaForm (java.base@25.0.4)
 213:             6          24672  [Ljava.nio.ByteBuffer; (java.base@25.0.4)
 214:           640          24088  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType;
 215:            83          23240  java.util.concurrent.atomic.Striped64$Cell (java.base@25.0.4)
 216:           887          21288  java.lang.Class$AnnotationData (java.base@25.0.4)
 217:           200          20800  jdk.jfr.internal.PlatformEventType (jdk.jfr@25.0.4)
 218:           511          20440  java.util.TreeMap$Entry (java.base@25.0.4)
 219:          1083          20096  [Lsun.reflect.generics.tree.TypeArgument; (java.base@25.0.4)
 220:           271          19512  org.springframework.beans.factory.support.ConstructorResolver$ConstructorDependencyDescriptor
 221:           400          19200  ch.qos.logback.classic.Logger
 222:           223          19184  [Ljava.util.WeakHashMap$Entry; (java.base@25.0.4)
 223:           296          18944  java.security.Provider$Service (java.base@25.0.4)
 224:           784          18816  org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager
 225:           775          18600  java.security.Provider$ServiceKey (java.base@25.0.4)
 226:            99          17944  [Ljava.lang.invoke.MethodHandle; (java.base@25.0.4)
 227:           743          17832  java.lang.module.ModuleDescriptor$Exports (java.base@25.0.4)
 228:           444          17760  java.math.BigInteger (java.base@25.0.4)
 229:          1061          16976  sun.reflect.generics.tree.ClassTypeSignature (java.base@25.0.4)
 230:           704          16896  org.springframework.util.ConcurrentReferenceHashMap$Entry
 231:          1035          16560  java.lang.ref.ReferenceQueue$Lock (java.base@25.0.4)
 232:           408          16320  java.lang.Package$VersionInfo (java.base@25.0.4)
 233:           407          16280  [Ljava.util.HashSet; (java.base@25.0.4)
 234:           668          16032  jdk.internal.constant.ClassOrInterfaceDescImpl (java.base@25.0.4)
 235:          1000          16000  jdk.internal.classfile.impl.LineNumberImpl (java.base@25.0.4)
 236:            89          15984  [J (java.base@25.0.4)
 237:           645          15480  java.lang.invoke.LambdaForm$NamedFunction (java.base@25.0.4)
 238:           482          15424  java.lang.Package (java.base@25.0.4)
 239:           640          15360  org.springframework.beans.factory.annotation.InjectionMetadata
 240:           476          15232  java.lang.ref.WeakReference (java.base@25.0.4)
 241:           599          14488  [Ljava.lang.reflect.Type; (java.base@25.0.4)
 242:           430          14424  [Ljava.lang.reflect.Field; (java.base@25.0.4)
 243:           584          14096  [Lorg.springframework.core.ResolvableType;
 244:           352          14080  java.lang.invoke.MethodTypeForm (java.base@25.0.4)
 245:           117          14040  org.springframework.beans.factory.annotation.AnnotatedGenericBeanDefinition
 246:           345          13800  org.springframework.core.type.classreading.ClassFileMethodMetadata
 247:           564          13536  java.util.concurrent.ConcurrentLinkedDeque (java.base@25.0.4)
 248:           562          13488  org.springframework.core.convert.converter.GenericConverter$ConvertiblePair
 249:           410          13120  jdk.jfr.SettingDescriptor (jdk.jfr@25.0.4)
 250:           407          13024  jdk.jfr.internal.Control (jdk.jfr@25.0.4)
 251:           398          12736  org.springframework.core.SerializableTypeWrapper$MethodParameterTypeProvider
 252:           526          12624  java.util.ImmutableCollections$ListN (java.base@25.0.4)
 253:           258          12384  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@25.0.4)
 254:           771          12336  org.springframework.core.ResolvableType$DefaultVariableResolver
 255:           285          11400  java.lang.reflect.Parameter (java.base@25.0.4)
 256:           158          11376  org.springframework.core.annotation.AnnotationTypeMapping
 257:           469          11256  java.util.ImmutableCollections$Set12 (java.base@25.0.4)
 258:           280          11200  sun.security.util.KnownOIDs (java.base@25.0.4)
 259:           465          11160  java.util.jar.Attributes$Name (java.base@25.0.4)
 260:           345          11040  org.springframework.core.type.classreading.ClassFileMethodMetadata$Source
 261:           686          10976  org.springframework.beans.factory.support.MethodOverrides
 262:           341          10912  jdk.internal.math.FDBigInteger (java.base@25.0.4)
 263:           453          10872  jdk.internal.classfile.impl.AccessFlagsImpl (java.base@25.0.4)
 264:           675          10800  org.springframework.core.type.classreading.ClassFileAnnotationDelegate$Source
 265:           132          10560  java.net.URI (java.base@25.0.4)
 266:           219          10512  java.util.WeakHashMap (java.base@25.0.4)
 267:           434          10416  jdk.internal.constant.MethodTypeDescImpl (java.base@25.0.4)
 268:           434          10112  [Ljava.lang.reflect.Constructor; (java.base@25.0.4)
 269:           315          10080  java.lang.module.ModuleDescriptor$Requires (java.base@25.0.4)
 270:           419          10056  java.util.Collections$UnmodifiableRandomAccessList (java.base@25.0.4)
 271:             4           9984  [Ljava.util.Locale; (java.base@25.0.4)
 272:           407           9768  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@25.0.4)
 273:           203           9744  java.lang.invoke.LambdaFormEditor$Transform (java.base@25.0.4)
 274:           400           9600  java.util.LinkedList$Node (java.base@25.0.4)
 275:            92           9568  org.springframework.boot.loader.net.protocol.jar.UrlNestedJarFile
 276:           199           9552  java.util.logging.LogManager$LoggerWeakRef (java.logging@25.0.4)
 277:           357           9440  [Lorg.springframework.core.annotation.AnnotationTypeMappings;
 278:           380           9120  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@25.0.4)
 279:           342           9000  [Lorg.springframework.core.annotation.MergedAnnotation;
 280:           560           8960  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 281:           185           8880  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@25.0.4)
 282:           277           8864  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@25.0.4)
 283:           363           8712  java.util.LinkedHashMap$LinkedEntrySet (java.base@25.0.4)
 284:           213           8520  java.lang.classfile.Opcode (java.base@25.0.4)
 285:           132           8448  java.lang.module.ModuleDescriptor (java.base@25.0.4)
 286:           341           8184  org.springframework.beans.MutablePropertyValues
 287:           341           8184  org.springframework.core.annotation.MergedAnnotationsCollection
 288:           204           8160  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@25.0.4)
 289:           314           7640  [Ljava.lang.annotation.Annotation; (java.base@25.0.4)
 290:           292           7616  [Ljava.lang.constant.ClassDesc; (java.base@25.0.4)
 291:           317           7608  java.util.ImmutableCollections$SetN (java.base@25.0.4)
 292:           190           7600  java.util.WeakHashMap$Entry (java.base@25.0.4)
 293:           315           7560  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@25.0.4)
 294:           232           7424  org.springframework.core.convert.support.GenericConversionService$ConverterAdapter
 295:           309           7416  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcome
 296:           309           7416  org.springframework.boot.autoconfigure.condition.ConditionOutcome
 297:           130           7280  jdk.internal.module.ModuleReferenceImpl (java.base@25.0.4)
 298:           113           7232  java.net.URL (java.base@25.0.4)
 299:           289           6936  sun.reflect.generics.factory.CoreReflectionFactory (java.base@25.0.4)
 300:           426           6816  java.util.HashMap$KeySet (java.base@25.0.4)
 301:           274           6576  java.security.Provider$UString (java.base@25.0.4)
 302:           270           6480  javax.management.ImmutableDescriptor (java.management@25.0.4)
 303:           268           6432  org.springframework.beans.BeanMetadataAttribute
 304:           199           6368  jdk.jfr.internal.EventControl (jdk.jfr@25.0.4)
 305:           194           6208  jdk.jfr.internal.SettingsManager$InternalSetting (jdk.jfr@25.0.4)
 306:           108           6048  org.springframework.core.type.classreading.ClassFileAnnotationMetadata
 307:           189           6048  sun.reflect.generics.repository.ClassRepository (java.base@25.0.4)
 308:           125           6000  org.springframework.core.annotation.TypeMappedAnnotations
 309:           107           5992  org.springframework.context.annotation.ConfigurationClass
 310:           186           5952  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 311:           247           5928  org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator$ComposedCacheKey
 312:           121           5808  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@25.0.4)
 313:           228           5472  org.springframework.context.annotation.BeanMethod
 314:           339           5424  java.lang.Character$UnicodeBlock (java.base@25.0.4)
 315:           226           5424  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@25.0.4)
 316:           167           5344  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@25.0.4)
 317:            94           5264  java.util.logging.Logger (java.logging@25.0.4)
 318:           219           5256  java.lang.reflect.AccessFlag$AccessFlagSet (java.base@25.0.4)
 319:           164           5248  java.util.concurrent.atomic.LongAdder (java.base@25.0.4)
 320:           290           5128  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@25.0.4)
 321:           124           4960  java.lang.invoke.DirectMethodHandle$Interface (java.base@25.0.4)
 322:           155           4960  java.util.logging.LogManager$LogNode (java.logging@25.0.4)
 323:           309           4944  org.springframework.boot.autoconfigure.condition.ConditionMessage
 324:           204           4896  java.util.regex.Pattern$BmpCharProperty (java.base@25.0.4)
 325:           102           4896  jdk.jfr.internal.Type (jdk.jfr@25.0.4)
 326:            43           4816  org.springframework.boot.loader.jar.NestedJarFile$NestedJarEntry
 327:           199           4776  java.util.Collections$SetFromMap (java.base@25.0.4)
 328:           199           4776  jdk.jfr.EventType (jdk.jfr@25.0.4)
 329:           199           4776  jdk.jfr.internal.settings.EnabledSetting (jdk.jfr@25.0.4)
 330:           190           4560  sun.reflect.generics.scope.ClassScope (java.base@25.0.4)
 331:           189           4536  sun.reflect.generics.tree.ClassSignature (java.base@25.0.4)
 332:           220           4464  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@25.0.4)
 333:           157           4360  [Lorg.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet;
 334:           272           4352  java.util.HashMap$EntrySet (java.base@25.0.4)
 335:           136           4352  org.springframework.core.convert.TypeDescriptor
 336:           189           4344  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@25.0.4)
 337:           158           4208  [Lorg.springframework.core.annotation.AnnotationTypeMapping;
 338:            65           4160  java.util.zip.Inflater (java.base@25.0.4)
 339:           172           4128  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@25.0.4)
 340:             1           4112  [Ljava.lang.classfile.constantpool.PoolEntry; (java.base@25.0.4)
 341:           256           4096  java.lang.Byte (java.base@25.0.4)
 342:           256           4096  java.lang.Short (java.base@25.0.4)
 343:            72           4032  java.lang.Module (java.base@25.0.4)
 344:             1           4016  [Ljava.lang.classfile.instruction.LineNumber; (java.base@25.0.4)
 345:            49           3920  [Lorg.springframework.util.ConcurrentReferenceHashMap$Segment;
 346:            98           3920  com.sun.management.internal.DiagnosticCommandArgumentInfo (jdk.management@25.0.4)
 347:            81           3888  java.lang.invoke.DirectMethodHandle$Accessor (java.base@25.0.4)
 348:           238           3808  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes
 349:            95           3800  java.util.logging.Logger$ConfigurationData (java.logging@25.0.4)
 350:            95           3800  sun.reflect.generics.repository.MethodRepository (java.base@25.0.4)
 351:           158           3792  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets
 352:            47           3760  org.springframework.boot.loader.zip.ZipContent
 353:            12           3744  java.util.concurrent.ForkJoinPool$WorkQueue (java.base@25.0.4)
 354:           117           3744  org.springframework.core.type.StandardAnnotationMetadata
 355:            93           3720  io.micrometer.core.instrument.Meter$Id
 356:           139           3712  [Ljava.lang.reflect.Parameter; (java.base@25.0.4)
 357:           113           3616  org.springframework.core.io.ClassPathResource
 358:           178           3528  [Lcom.sun.jmx.mbeanserver.MXBeanMapping; (java.management@25.0.4)
 359:           110           3520  sun.reflect.annotation.AnnotationType (java.base@25.0.4)
 360:            39           3432  java.util.regex.Pattern (java.base@25.0.4)
 361:           139           3336  java.lang.reflect.Executable$ParameterData (java.base@25.0.4)
 362:           137           3288  tools.jackson.databind.type.ClassKey
 363:            51           3264  javax.management.openmbean.OpenMBeanAttributeInfoSupport (java.management@25.0.4)
 364:           101           3232  sun.reflect.generics.tree.MethodTypeSignature (java.base@25.0.4)
